指标名称,上海碳排放权配额(SHEA):成交均价
2023/8/18,60.5
2023/8/22,62.5
2023/8/23,63.5
2023/8/24,64.7
2023/8/25,60.5
2023/8/28,64
2023/8/29,60.5
2023/8/30,60.54
2023/8/31,63.5
2023/9/1,63.5
2023/9/4,63.5
2023/9/6,65
2023/9/7,64.64
2023/9/8,65
2023/9/11,65
2023/9/12,65
2023/9/13,65
2023/9/14,65
2023/9/15,62.67
2023/9/18,63.1
2023/9/19,65.01
2023/9/20,65.01
2023/9/21,65
2023/9/22,65
2023/9/25,65.08
2023/9/26,65.1
2023/9/27,65.02
2023/9/28,65.21
2023/10/10,65.21
2023/10/11,65.21
2023/10/13,64.91
2023/10/16,64.16
2023/10/17,62.49
2023/10/18,68.1
2023/10/19,66.7
2023/10/20,70.02
2023/10/23,68.01
2023/10/24,71.65
2023/10/25,71.99
2023/10/26,67.06
2023/10/27,67.85
2023/10/31,67.29
2023/11/1,69.39
2023/11/3,69.16
2023/11/6,70.51
2023/11/7,74.71
2023/11/8,73.59
2023/11/10,73.56
2023/11/13,72.05
2023/11/14,69.89
2023/11/15,70.2
2023/11/16,69.36
2023/11/17,69.36
2023/11/20,72.04
2023/11/21,73.49
2023/11/22,72.65
2023/11/23,73.76
2023/11/24,73.66
2023/11/27,73.61
2023/11/28,72.94
2023/11/29,72.01
2023/11/30,68
2023/12/1,66.97
2023/12/5,72
2023/12/8,69
2023/12/11,69
2023/12/12,69.8
2023/12/14,69
2023/12/18,69
2023/12/19,69
2023/12/20,69
2023/12/21,69.5
2023/12/28,68.54
2023/12/29,70.16
2024/1/15,69.5
2024/1/16,69.5
2024/1/22,69.82
2024/1/26,70
2024/1/30,70
2024/2/6,70
2024/2/19,70
2024/2/20,70
2024/2/22,70.1
2024/2/23,70.1
2024/2/27,70
2024/2/29,72
2024/3/1,72.5
2024/3/4,70.54
2024/3/5,73.21
2024/3/6,73.37
2024/3/7,73
2024/3/11,72.5
2024/3/12,72.5
2024/3/13,72.2
2024/3/14,71.7
2024/3/15,71.8
2024/3/18,71.6
2024/3/19,72.5
2024/3/21,72.7
2024/3/22,72.5
2024/3/25,72.4
2024/3/26,72.49
2024/3/27,72.8
2024/3/28,72.5
2024/3/29,73
2024/4/1,72.8
2024/4/2,73
2024/4/3,73
2024/4/8,73.1
2024/4/9,73.2
2024/4/10,73.1
2024/4/11,73.45
2024/4/12,72.85
2024/4/15,73.48
2024/4/16,73.9
2024/4/17,74.12
2024/4/18,73.8
2024/4/19,74
2024/4/22,74
2024/4/23,74.5
2024/4/24,74.23
2024/4/25,74.07
2024/4/26,74.4
2024/4/29,75
2024/4/30,75
2024/5/6,74.8
2024/5/7,74.9
2024/5/8,74.99
2024/5/9,74.88
2024/5/10,74.9
2024/5/15,74.95
2024/5/16,76.28
2024/5/17,75.8
2024/5/20,75.51
2024/5/21,76.37
2024/5/22,77.5
2024/5/23,77
2024/5/24,76.45
2024/5/27,75.6
2024/5/28,74.92
2024/5/29,74.47
2024/5/30,76.17
2024/5/31,75.06
2024/6/3,77.67
2024/6/4,76.5
2024/6/5,76.5
2024/6/12,76.5
2024/6/13,76.5
2024/6/14,76.78
2024/6/18,76.5
2024/6/19,76.5
2024/6/20,76
2024/6/21,76.01
2024/6/24,76
2024/6/25,76
2024/6/27,76.4
2024/7/1,76.15
2024/7/2,76.4
2024/7/3,75.8
2024/7/4,76
2024/7/5,76.2
2024/7/10,76.4
2024/7/11,75.98
2024/7/12,75.95
2024/7/15,75.09
2024/7/17,75.5
2024/7/18,75.4
2024/7/22,75.1
2024/7/23,75.4
2024/7/25,75.6
2024/7/26,75.5
2024/7/29,75.61
2024/7/30,75.87
2024/7/31,75.95
2024/8/2,75.95
2024/8/5,76
2024/8/6,76.36
2024/8/7,76.6
2024/8/8,77.53
2024/8/9,77.65
2024/8/12,77.5
2024/8/13,77.5
2024/8/14,77.3
2024/8/15,77.03
2024/8/16,77.05
2024/8/19,77.43
2024/8/21,76.8
2024/8/22,76.7
2024/8/23,76.62
2024/8/26,76.5
2024/8/27,76.5
2024/9/4,76.1
2024/9/5,76.3
2024/9/6,76.17
2024/9/9,76.53
2024/9/10,76.5
2024/9/11,76.13
2024/9/12,76.4
2024/9/13,75.6
2024/9/18,75.66
2024/9/19,75.51
2024/9/20,76.4
2024/9/23,76.05
2024/9/24,76.42
2024/9/25,75.24
2024/9/26,77.95
2024/9/27,76.39
2024/9/30,75
