指标名称,中债-中国绿色债券指数,期货结算价(连续):INE原油,中国:碳市场碳排放配额(CEA):最新价,中国:碳市场碳排放配额(CEA):成交量,中国液化天然气出厂价格指数,期货结算价(连续):焦炭,期货结算价(连续):焦煤
2015/6/10,132.802,,,,,831.5,720.5
2015/6/11,132.8066,,,,,881,720.5
2015/6/12,132.7568,,,,,881,720.5
2015/6/15,132.7471,,,,,823.5,734.5
2015/6/16,132.8302,,,,,823.5,734.5
2015/6/17,132.8977,,,,,823.5,734.5
2015/6/18,132.9167,,,,,823.5,734.5
2015/6/19,132.9379,,,,,823.5,720
2015/6/23,132.9009,,,,,823.5,720
2015/6/24,132.896,,,,,823.5,692
2015/6/25,132.9151,,,,,823.5,680
2015/6/26,132.886,,,,,823.5,680
2015/6/29,132.9808,,,,,791,680
2015/6/30,132.9436,,,,,744.5,680
2015/7/1,132.9284,,,,,789,680
2015/7/2,132.8792,,,,,789,680
2015/7/3,132.941,,,,,789,680
2015/7/6,133.3189,,,,,789,680
2015/7/7,133.7994,,,,,780,680
2015/7/8,134.2296,,,,,780,680
2015/7/9,133.9593,,,,,780,680
2015/7/10,133.957,,,,,780,680
2015/7/13,133.9264,,,,,780,680
2015/7/14,133.9609,,,,,781.5,680
2015/7/15,134.0848,,,,,811.5,660.5
2015/7/16,134.1036,,,,,780.5,660.5
2015/7/17,134.1739,,,,,749.5,660.5
2015/7/20,134.2379,,,,,722,660.5
2015/7/21,134.2086,,,,,722,660.5
2015/7/22,134.3476,,,,,722,660.5
2015/7/23,134.3855,,,,,712,660.5
2015/7/24,134.533,,,,,712,660.5
2015/7/27,134.4268,,,,,684,660.5
2015/7/28,134.5937,,,,,707,660.5
2015/7/29,134.7384,,,,,730.5,660.5
2015/7/30,134.7825,,,,,757.5,660.5
2015/7/31,134.7907,,,,,747.5,660.5
2015/8/3,134.8245,,,,,747.5,660.5
2015/8/4,134.9061,,,,,747.5,660.5
2015/8/5,134.9839,,,,,747.5,660.5
2015/8/6,135.0219,,,,,747.5,660.5
2015/8/7,135.1971,,,,,747.5,660.5
2015/8/10,135.4191,,,,,747.5,660.5
2015/8/11,135.229,,,,,747.5,660.5
2015/8/12,135.1147,,,,,747.5,660.5
2015/8/13,135.0932,,,,,747.5,660.5
2015/8/14,135.1037,,,,,747.5,660.5
2015/8/17,135.1654,,,,,835.5,620
2015/8/18,135.2593,,,,,842,617.5
2015/8/19,135.3496,,,,,846,613
2015/8/20,135.3811,,,,,846,613.5
2015/8/21,135.4272,,,,,830,611.5
2015/8/24,135.5106,,,,,830,606.5
2015/8/25,135.6292,,,,,829.5,591
2015/8/26,135.6378,,,,,832,573
2015/8/27,135.7384,,,,,837.5,554.5
2015/8/28,135.8167,,,,,840.5,563.5
2015/8/31,135.9489,,,,,842.5,558
2015/9/1,136.0458,,,,,840,566.5
2015/9/2,136.103,,,,,839.5,592.5
2015/9/6,136.2043,,,,,,
2015/9/7,136.1417,,,,,844,593
2015/9/8,136.1272,,,,,841,623.5
2015/9/9,136.0869,,,,,854,623.5
2015/9/10,136.0089,,,,,833.5,614.5
2015/9/11,136.0162,,,,,837.5,595.5
2015/9/14,136.0799,,,,,839,582
2015/9/15,136.2763,,,,,840.5,550
2015/9/16,136.4272,,,,,841.5,574.5
2015/9/17,136.5102,,,,,847,589.5
2015/9/18,136.5234,,,,,847,589.5
2015/9/21,136.5325,,,,,847,589.5
2015/9/22,136.5109,,,,,847,589.5
2015/9/23,136.5544,,,,,847,589.5
2015/9/24,136.5399,,,,,847,589.5
2015/9/25,136.5409,,,,,847,589.5
2015/9/28,136.6047,,,,,847,589.5
2015/9/29,136.796,,,,,813.5,589.5
2015/9/30,136.8255,,,,,765,589.5
2015/10/8,136.9619,,,,,765,589.5
2015/10/9,136.9904,,,,,765,589.5
2015/10/10,137.0775,,,,,,
2015/10/12,137.1641,,,,,765,589.5
2015/10/13,137.3749,,,,,765,589.5
2015/10/14,137.6936,,,,,765,589.5
2015/10/15,137.7055,,,,,765,589.5
2015/10/16,137.7463,,,,,765,589.5
2015/10/19,137.8099,,,,,765,589.5
2015/10/20,138.0865,,,,,765,589.5
2015/10/21,138.272,,,,,765,589.5
2015/10/22,138.3024,,,,,744,596.5
2015/10/23,138.3919,,,,,744,596.5
2015/10/26,138.7681,,,,,714.5,596.5
2015/10/27,138.9957,,,,,714.5,596.5
2015/10/28,139.2458,,,,,714.5,596.5
2015/10/29,139.2903,,,,,714.5,596.5
2015/10/30,139.2497,,,,,714.5,596.5
2015/11/2,139.226,,,,,714.5,596.5
2015/11/3,139.2282,,,,,714.5,596.5
2015/11/4,139.1396,,,,,714.5,596.5
2015/11/5,139.1597,,,,,714.5,596.5
2015/11/6,139.1076,,,,,714.5,596.5
2015/11/9,138.6714,,,,,714.5,596.5
2015/11/10,138.401,,,,,714.5,596.5
2015/11/11,138.5123,,,,,714.5,596.5
2015/11/12,138.5541,,,,,714.5,596.5
2015/11/13,138.6985,,,,,714.5,596.5
2015/11/16,138.7437,,,,,684,603
2015/11/17,138.7258,,,,,684,603
2015/11/18,138.8016,,,,,684,603
2015/11/19,138.7368,,,,,684,579
2015/11/20,138.8033,,,,,684,579
2015/11/23,138.8199,,,,,684,579
2015/11/24,138.8791,,,,,684,579
2015/11/25,139.0061,,,,,684,579
2015/11/26,139.1413,,,,,684,579
2015/11/27,139.305,,,,,684,579
2015/11/30,139.4441,,,,,684,578
2015/12/1,139.4692,,,,,684,578
2015/12/2,139.5108,,,,,684,578
2015/12/3,139.7179,,,,,684,578
2015/12/4,140.0133,,,,,684,578
2015/12/7,140.252,,,,,684,578
2015/12/8,140.4436,,,,,684,578
2015/12/9,140.5034,,,,,684,578
2015/12/10,140.5546,,,,,684,578
2015/12/11,140.5512,,,,,684,578
2015/12/14,140.6274,,,,,684,578
2015/12/15,140.6518,,,,,697.5,603.5
2015/12/16,140.7082,,,,,695.5,603.5
2015/12/17,140.8254,,,,,696,605.5
2015/12/18,140.8582,,,,,696.5,608
2015/12/21,141.0842,,,,,696.5,612.5
2015/12/22,141.3517,,,,,692.5,613.5
2015/12/23,141.4851,,,,,693.5,614.5
2015/12/24,141.6347,,,,,690.5,614.5
2015/12/25,141.8456,,,,,688.5,614
2015/12/28,141.907,,,,,688.5,614.5
2015/12/29,141.9628,,,,,683.5,615.5
2015/12/30,141.9362,,,,,679,615.5
2015/12/31,141.9498,,,,,677.5,618
2016/1/4,141.9157,,,,,699,614.5
2016/1/5,141.9294,,,,,711,611.5
2016/1/6,141.9944,,,,,711,615
2016/1/7,142.1267,,,,,686,623.5
2016/1/8,142.2823,,,,,655,625
2016/1/11,142.4653,,,,,694,617.5
2016/1/12,142.7983,,,,,719.5,626
2016/1/13,143.0748,,,,,719.5,642
2016/1/14,143.194,,,,,746,645
2016/1/15,143.1732,,,,,692,624.5
2016/1/18,143.1783,,,,,658,611
2016/1/19,143.0787,,,,,658,611
2016/1/20,143.001,,,,,658,611
2016/1/21,142.9039,,,,,658,611
2016/1/22,143.0193,,,,,658,611
2016/1/25,142.8009,,,,,641,611
2016/1/26,142.7445,,,,,635.5,611
2016/1/27,142.4295,,,,,635.5,611
2016/1/28,142.3046,,,,,635.5,611
2016/1/29,142.4815,,,,,635,611
2016/2/1,142.636,,,,,658,611
2016/2/2,142.4108,,,,,658,611
2016/2/3,142.1772,,,,,658,611
2016/2/4,142.3102,,,,,665,611
2016/2/5,142.3668,,,,,665,611
2016/2/6,142.379,,,,,,
2016/2/14,142.7408,,,,,,
2016/2/15,142.8438,,,,,665,611
2016/2/16,142.8123,,,,,665,611
2016/2/17,142.6385,,,,,665,611
2016/2/18,142.6605,,,,,665,611
2016/2/19,142.8084,,,,,664,611
2016/2/22,142.8289,,,,,676,564.5
2016/2/23,142.8723,,,,,676,564.5
2016/2/24,142.8968,,,,,676,564.5
2016/2/25,142.8315,,,,,676,564.5
2016/2/26,142.7979,,,,,676,564.5
2016/2/29,142.8626,,,,,676,564.5
2016/3/1,142.8273,,,,,716.5,564.5
2016/3/2,142.8183,,,,,773.5,564.5
2016/3/3,142.7712,,,,,773.5,564.5
2016/3/4,142.8963,,,,,773.5,564.5
2016/3/7,142.8484,,,,,773.5,564.5
2016/3/8,142.8383,,,,,773.5,564.5
2016/3/9,142.9913,,,,,773.5,564.5
2016/3/10,143.0971,,,,,773.5,564.5
2016/3/11,143.1668,,,,,773.5,564.5
2016/3/14,143.236,,,,,773.5,564.5
2016/3/15,143.2692,,,,,727,586
2016/3/16,143.334,,,,,727,586
2016/3/17,143.4911,,,,,720,586
2016/3/18,143.4565,,,,,737.5,586
2016/3/21,143.5026,,,,,747.5,586
2016/3/22,143.4022,,,,,747.5,586
2016/3/23,143.425,,,,,746.5,586
2016/3/24,143.4803,,,,,746.5,586
2016/3/25,143.5221,,,,,737,586
2016/3/28,143.4043,,,,,737,586
2016/3/29,143.3494,,,,,727,586
2016/3/30,143.3425,,,,,741,586
2016/3/31,143.3115,,,,,724.5,586
2016/4/1,143.4084,,,,,724.5,586
2016/4/5,143.4602,,,,,724.5,586
2016/4/6,143.5019,,,,,724.5,586
2016/4/7,143.4619,,,,,724.5,586
2016/4/8,143.4178,,,,,724.5,586
2016/4/11,143.3954,,,,,740,586
2016/4/12,143.2243,,,,,760,586
2016/4/13,143.0201,,,,,780,586
2016/4/14,142.7134,,,,,790.5,586
2016/4/15,142.7279,,,,,756.5,586
2016/4/18,142.8408,,,,,840.5,620.5
2016/4/19,142.8417,,,,,884.5,636
2016/4/20,142.6342,,,,,929.5,642.5
2016/4/21,142.1835,,,,,975,660
2016/4/22,141.8916,,,,,987.5,660
2016/4/25,141.463,,,,,1028,669
2016/4/26,141.4143,,,,,1036.5,649.5
2016/4/27,141.6489,,,,,994,612
2016/4/28,141.8624,,,,,983,607.5
2016/4/29,141.9312,,,,,1023,625.5
2016/5/3,142.1563,,,,,1003,609.5
2016/5/4,142.182,,,,,1001.5,628
2016/5/5,142.2021,,,,,1015.5,630
2016/5/6,142.2074,,,,,1003.5,630
2016/5/9,142.5193,,,,,1018.5,631
2016/5/10,142.8134,,,,,998.5,605
2016/5/11,142.8742,,,,,1028,612
2016/5/12,143.0761,,,,,994.5,623.5
2016/5/13,143.1789,,,,,950,620
2016/5/16,143.2257,,,,,1006,620
2016/5/17,143.2931,,,,,894,615
2016/5/18,143.2194,,,,,898,615
2016/5/19,143.1182,,,,,898,615
2016/5/20,143.0041,,,,,900,634.5
2016/5/23,143.0263,,,,,900,649
2016/5/24,143.0718,,,,,878,649
2016/5/25,143.19,,,,,887,628
2016/5/26,143.1873,,,,,887,628
2016/5/27,143.177,,,,,887,670
2016/5/30,143.2388,,,,,870,624.5
2016/5/31,143.2201,,,,,879.5,624.5
2016/6/1,143.2217,,,,,879.5,624.5
2016/6/2,143.2545,,,,,879.5,624.5
2016/6/3,143.2103,,,,,879.5,624.5
2016/6/6,143.303,,,,,860,624.5
2016/6/7,143.3148,,,,,885.5,624.5
2016/6/8,143.3411,,,,,885.5,624.5
2016/6/12,143.4006,,,,,,
2016/6/13,143.4407,,,,,885.5,624.5
2016/6/14,143.5943,,,,,885.5,624.5
2016/6/15,143.6803,,,,,885.5,624.5
2016/6/16,143.7155,,,,,865.5,624.5
2016/6/17,143.7973,,,,,828,657.5
2016/6/20,143.8898,,,,,828,657.5
2016/6/21,143.8584,,,,,828,657.5
2016/6/22,143.9449,,,,,871,657.5
2016/6/23,144.0105,,,,,871,657.5
2016/6/24,144.1962,,,,,871,657.5
2016/6/27,144.4644,,,,,871,657.5
2016/6/28,144.5222,,,,,871,657.5
2016/6/29,144.4306,,,,,871,657.5
2016/6/30,144.4967,,,,,871,657.5
2016/7/1,144.6783,,,,,871,657.5
2016/7/4,144.7235,,,,,871,657.5
2016/7/5,144.7178,,,,,871,657.5
2016/7/6,144.7865,,,,,871,657.5
2016/7/7,144.9974,,,,,871,657.5
2016/7/8,145.139,,,,,871,657.5
2016/7/11,145.1838,,,,,871,657.5
2016/7/12,145.1135,,,,,871,657.5
2016/7/13,145.1244,,,,,871,657.5
2016/7/14,145.1207,,,,,871,657.5
2016/7/15,145.1843,,,,,991,780
2016/7/18,145.3017,,,,,957.5,780
2016/7/19,145.4092,,,,,940,780
2016/7/20,145.5802,,,,,940,780
2016/7/21,145.8756,,,,,1005.5,780
2016/7/22,145.8752,,,,,1017,780
2016/7/25,145.7527,,,,,1029,780
2016/7/26,145.8392,,,,,1029,780
2016/7/27,145.9175,,,,,1029,780
2016/7/28,145.9811,,,,,1029,780
2016/7/29,146.1301,,,,,1029,780
2016/8/1,146.1841,,,,,1029,780
2016/8/2,146.2613,,,,,1029,780
2016/8/3,146.3615,,,,,1029,780
2016/8/4,146.4063,,,,,1029,780
2016/8/5,146.4731,,,,,1029,780
2016/8/8,146.6284,,,,,1101,780
2016/8/9,146.7012,,,,,1152,780
2016/8/10,146.8481,,,,,1232,780
2016/8/11,146.9356,,,,,1232,780
2016/8/12,147.0753,,,,,1197,780
2016/8/15,147.2059,,,,,1223.5,786.5
2016/8/16,147.2244,,,,,1239,771.5
2016/8/17,147.1502,,,,,1259.5,774.5
2016/8/18,147.0982,,,,,1258.5,756.5
2016/8/19,147.0683,,,,,1252.5,751
2016/8/22,147.0606,,,,,1269,751.5
2016/8/23,147.029,,,,,1276,750.5
2016/8/24,146.8868,,,,,1292,747
2016/8/25,146.9372,,,,,1312.5,746.5
2016/8/26,146.9708,,,,,1315.5,749.5
2016/8/29,147.0092,,,,,1318,752
2016/8/30,146.9152,,,,,1346,761
2016/8/31,146.8544,,,,,1349,766
2016/9/1,146.878,,,,,1334.5,757.5
2016/9/2,146.9026,,,,,1336.5,795.5
2016/9/5,146.9318,,,,,1371.5,845.5
2016/9/6,146.9367,,,,,1405,845.5
2016/9/7,146.8846,,,,,1378.5,812.5
2016/9/8,146.934,,,,,1399.5,829
2016/9/9,147.0225,,,,,1396,834.5
2016/9/12,147.0417,,,,,1375.5,794.5
2016/9/13,147.0057,,,,,1397.5,749
2016/9/14,147.2287,,,,,1359.5,797
2016/9/18,147.3532,,,,,,
2016/9/19,147.3819,,,,,1213,763.5
2016/9/20,147.355,,,,,1210.5,748.5
2016/9/21,147.3681,,,,,1210.5,748.5
2016/9/22,147.3903,,,,,1249.5,760
2016/9/23,147.5116,,,,,1250,760
2016/9/26,147.6343,,,,,1286.5,760
2016/9/27,147.6251,,,,,1290,776
2016/9/28,147.5878,,,,,1309.5,747.5
2016/9/29,147.5866,,,,,1353,822
2016/9/30,147.6223,,,,,1364.5,920
2016/10/8,147.8305,,,,,,
2016/10/9,147.8511,,,,,,
2016/10/10,147.9802,,,,,1364.5,1030
2016/10/11,147.9862,,,,,1364.5,1102.5
2016/10/12,148.0379,,,,,1364.5,1102.5
2016/10/13,148.1005,,,,,1364.5,1102.5
2016/10/14,148.2355,,,,,1364.5,1102.5
2016/10/17,148.2931,,,,,1364.5,1102.5
2016/10/18,148.323,,,,,1364.5,1102.5
2016/10/19,148.3587,,,,,1364.5,1102.5
2016/10/20,148.4612,,,,,1364.5,1102.5
2016/10/21,148.5579,,,,,1364.5,1098.5
2016/10/24,148.5795,,,,,1700,980.5
2016/10/25,148.5822,,,,,1800,1082.5
2016/10/26,148.423,,,,,1800,1158
2016/10/27,148.3064,,,,,1844.5,1254.5
2016/10/28,148.3376,,,,,1889,1254.5
2016/10/31,148.2961,,,,,1914,1254.5
2016/11/1,148.2003,,,,3221,1914,1342
2016/11/2,148.196,,,,,1920,1473.5
2016/11/3,148.2878,,,,,1920,1473.5
2016/11/4,148.3267,,,,,2000,1473.5
2016/11/7,148.3065,,,,,2040,1473.5
2016/11/8,148.2972,,,,,2100,1385
2016/11/9,148.3118,,,,,2160,1385
2016/11/10,148.2264,,,,,2160,1385
2016/11/11,148.0818,,,,,2160,1385
2016/11/14,147.8996,,,,,2183,1451.5
2016/11/15,147.7325,,,,,2123,1621.5
2016/11/16,147.6929,,,,,2135,1621.5
2016/11/17,147.5406,,,,,2229.5,1621.5
2016/11/18,147.4165,,,,,2239.5,1618.5
2016/11/21,147.3846,,,,,2268.5,1618.5
2016/11/22,147.3293,,,,,2413.5,1618.5
2016/11/23,147.2751,,,,,2390,1763.5
2016/11/24,147.2811,,,,,2365.5,1706
2016/11/25,147.1543,,,,3019,2410,1706
2016/11/28,147.1265,,,,3086,2411,1595.5
2016/11/29,146.89,,,,3134,2507.5,1738.5
2016/11/30,146.2624,,,,3169,2721.5,1738.5
2016/12/1,145.5838,,,,,2883.5,1738.5
2016/12/2,145.4663,,,,3275,2800,1738.5
2016/12/5,145.4886,,,,3244,2800,1738.5
2016/12/6,144.8416,,,,3211,2800,1738.5
2016/12/7,144.8658,,,,3156,2800,1738.5
2016/12/8,144.961,,,,3153,2800,1738.5
2016/12/9,144.9036,,,,3140,2800,1738.5
2016/12/12,144.55,,,,3129,2800,1738.5
2016/12/13,143.9744,,,,3108,2800,1738.5
2016/12/14,143.4995,,,,3100,2876.5,1738.5
2016/12/15,142.33,,,,3098,2191,1576
2016/12/16,142.2386,,,,3091,2198,1576.5
2016/12/19,142.1104,,,,3070,2191.5,1577.5
2016/12/20,141.5312,,,,3067,2197.5,1577.5
2016/12/21,141.832,,,,3062,2200,1581
2016/12/22,142.3257,,,,3057,2201.5,1579.5
2016/12/23,142.8044,,,,3048,2202,1578
2016/12/26,142.991,,,,3050,2194,1553
2016/12/27,143.1773,,,,3056,2161.5,1531.5
2016/12/28,143.1483,,,,3051,2179.5,1533.5
2016/12/29,143.3607,,,,3047,2179.5,1540
2016/12/30,143.624,,,,3045,2200.5,1570
2016/12/31,143.6336,,,,,,
2017/1/3,143.8937,,,,3065,2170.5,1610.5
2017/1/4,143.9591,,,,3073,2120,1526.5
2017/1/5,143.9352,,,,3076,2080.5,1573.5
2017/1/6,143.9506,,,,3079,2079.5,1575
2017/1/9,144.112,,,,3076,2120.5,1577.5
2017/1/10,144.2346,,,,3070,2057.5,1581.5
2017/1/11,144.3038,,,,3066,2022,1581.5
2017/1/12,144.3873,,,,3071,2035.5,1559.5
2017/1/13,144.5062,,,,3069,2012.5,1598
2017/1/16,144.4923,,,,3065,2077,1566
2017/1/17,144.3216,,,,3071,1968,1620
2017/1/18,144.1451,,,,3071,1887,1631
2017/1/19,144.0686,,,,3071,1966,1552
2017/1/20,144.1667,,,,3065,1951,1610.5
2017/1/22,144.2598,,,,,,
2017/1/23,144.2822,,,,3061,1951,1517
2017/1/24,144.2872,,,,3064,1951,1517
2017/1/25,143.9634,,,,3060,2057,1517
2017/1/26,143.9575,,,,3061,1935,1653
2017/2/3,143.759,,,,3063,1935,1653
2017/2/4,143.6387,,,,,,
2017/2/6,143.2406,,,,3061,1935,1653
2017/2/7,142.6576,,,,3064,1850,1653
2017/2/8,142.5131,,,,3066,1850,1653
2017/2/9,142.7678,,,,3053,1850,1653
2017/2/10,142.8005,,,,3055,2016.5,1653
2017/2/13,142.8827,,,,3058,2016.5,1653
2017/2/14,142.9265,,,,3060,2016.5,1653
2017/2/15,142.9221,,,,3070,2016.5,1653
2017/2/16,142.9587,,,,3073,2016.5,1653
2017/2/17,143.0226,,,,3068,1863.5,1490.5
2017/2/20,143.1224,,,,3116,1863.5,1490.5
2017/2/21,143.0783,,,,3122,1863.5,1490.5
2017/2/22,143.058,,,,3134,1863.5,1490.5
2017/2/23,143.1984,,,,3158,1863.5,1490.5
2017/2/24,143.3887,,,,3162,1863.5,1490.5
2017/2/27,143.4685,,,,3222,1950,1490.5
2017/2/28,143.4295,,,,3244,1948,1590
2017/3/1,143.265,,,,3264,1948,1590
2017/3/2,143.3766,,,,3266,1948,1590
2017/3/3,143.3759,,,,3277,1948,1590
2017/3/6,143.3544,,,,3283,1948,1590
2017/3/7,143.2338,,,,3289,1948,1590
2017/3/8,143.2428,,,,3288,1948,1590
2017/3/9,143.1091,,,,3284,1948,1590
2017/3/10,142.9692,,,,3279,1948,1590
2017/3/13,142.8111,,,,3260,1948,1590
2017/3/14,142.7941,,,,3256,1948,1590
2017/3/15,142.8862,,,,3258,1886.5,1276.5
2017/3/16,142.9972,,,,3265,1886.5,1276.5
2017/3/17,142.9818,,,,3266,1886.5,1276.5
2017/3/20,142.9884,,,,3281,1886.5,1276.5
2017/3/21,142.8109,,,,3279,1886.5,1276.5
2017/3/22,142.8992,,,,3278,1886.5,1276.5
2017/3/23,142.9383,,,,3279,1886.5,1276.5
2017/3/24,143.1026,,,,3279,1886.5,1276.5
2017/3/27,143.1259,,,,3272,1886.5,1308
2017/3/28,143.2809,,,,3271,1886.5,1343
2017/3/29,143.2578,,,,3268,1886.5,1343
2017/3/30,143.274,,,,3265,1886.5,1396.5
2017/3/31,143.2818,,,,3262,1886.5,1396.5
2017/4/1,143.297,,,,,,
2017/4/5,143.3784,,,,3255,1886.5,1396.5
2017/4/6,143.3273,,,,3247,1886.5,1396.5
2017/4/7,143.3543,,,,3243,1886.5,1396.5
2017/4/10,143.5147,,,,3235,1886.5,1396.5
2017/4/11,143.4505,,,,3225,1886.5,1396.5
2017/4/12,143.5597,,,,3220,1886.5,1396.5
2017/4/13,143.6324,,,,3206,1886.5,1396.5
2017/4/14,143.4537,,,,3198,1886.5,1396.5
2017/4/17,143.1392,,,,3186,1886.5,1396.5
2017/4/18,143.0754,,,,3181,1886.5,1396.5
2017/4/19,143.0086,,,,3174,1949,1254.5
2017/4/20,142.8599,,,,3171,1954.5,1239
2017/4/21,142.6927,,,,3175,1979.5,1269.5
2017/4/24,142.3976,,,,3169,1979,1238.5
2017/4/25,142.2214,,,,3166,1978,1236
2017/4/26,142.3377,,,,3163,1889.5,1234
2017/4/27,142.4906,,,,3156,1881,1264
2017/4/28,142.5209,,,,3150,1948.5,1272
2017/5/2,142.4952,,,,3145,1975,1272
2017/5/3,142.2001,,,,3142,1970,1196.5
2017/5/4,142.1885,,,,3143,1902.5,1210
2017/5/5,142.2586,,,,3150,1937.5,1221
2017/5/8,142.0746,,,,3136,1948.5,1225.5
2017/5/9,141.9485,,,,3124,1965,1238.5
2017/5/10,141.6184,,,,3132,1920,1300
2017/5/11,141.5867,,,,3132,1911,1230
2017/5/12,141.5808,,,,3133,1926,1283
2017/5/15,141.7436,,,,3127,1935,1235
2017/5/16,141.755,,,,3129,1685.5,1115.5
2017/5/17,141.8108,,,,3136,1685.5,1160
2017/5/18,141.8368,,,,3130,1685.5,1105
2017/5/19,141.8958,,,,3129,1685.5,1149
2017/5/22,141.885,,,,3122,1685.5,1101
2017/5/23,141.8322,,,,3121,1685.5,1129
2017/5/24,141.9173,,,,3117,1685.5,1150
2017/5/25,141.9196,,,,3116,1700,1150
2017/5/26,141.932,,,,3122,1700,1150
2017/5/27,141.9989,,,,,,
2017/5/31,142.1174,,,,3113,1555,1150
2017/6/1,142.1564,,,,3097,1555,1150
2017/6/2,142.1714,,,,3083,1555,1150
2017/6/5,142.3006,,,,3080,1555,1150
2017/6/6,142.333,,,,3062,1555,1150
2017/6/7,142.3678,,,,3057,1555,1150
2017/6/8,142.5005,,,,3056,1555,1150
2017/6/9,142.5437,,,,3052,1555,1150
2017/6/12,142.7278,,,,3038,1555,1150
2017/6/13,142.9956,,,,3036,1599.5,1150
2017/6/14,143.1207,,,,3031,1599.5,1150
2017/6/15,143.208,,,,3031,1522,1065
2017/6/16,143.2306,,,,3033,1522,1055.5
2017/6/19,143.4667,,,,3034,1522,1048
2017/6/20,143.685,,,,3036,1522,1035.5
2017/6/21,143.9202,,,,3039,1522,1035.5
2017/6/22,143.7146,,,,3040,1522,1035.5
2017/6/23,143.8321,,,,3041,1522,1075.5
2017/6/26,144,,,,3043,1522,1075.5
2017/6/27,144.1393,,,,3038,1522,1075.5
2017/6/28,144.2564,,,,3042,1522,1019
2017/6/29,144.3479,,,,3041,1522,1019
2017/6/30,144.2542,,,,3041,1643.5,1019
2017/7/3,144.2753,,,,3012,1643.5,1019
2017/7/4,144.2313,,,,3005,1643.5,1019
2017/7/5,144.233,,,,3007,1643.5,1019
2017/7/6,144.3283,,,,3009,1643.5,1019
2017/7/7,144.2729,,,,3005,1643.5,1019
2017/7/10,144.3282,,,,3007,1643.5,1019
2017/7/11,144.3232,,,,3007,1643.5,1019
2017/7/12,143.9944,,,,3008,1643.5,1019
2017/7/13,144.0052,,,,3009,1643.5,1019
2017/7/14,144.218,,,,3009,1643.5,1019
2017/7/17,144.3572,,,,3009,1853.5,1249.5
2017/7/18,144.2827,,,,3013,1853.5,1249.5
2017/7/19,144.2938,,,,3014,1853.5,1273
2017/7/20,144.3703,,,,3012,1853.5,1273
2017/7/21,144.4261,,,,2997,1853.5,1291.5
2017/7/24,144.5346,,,,3013,1853.5,1313.5
2017/7/25,144.6272,,,,3012,1853.5,1313.5
2017/7/26,144.5599,,,,3012,1853.5,1313.5
2017/7/27,144.4272,,,,3016,1853.5,1313.5
2017/7/28,144.4606,,,,3029,1853.5,1313.5
2017/7/31,144.5521,,,,3041,1853.5,1313.5
2017/8/1,144.5117,,,,3035,1853.5,1360
2017/8/2,144.4661,,,,3031,1853.5,1390
2017/8/3,144.4755,,,,3023,1853.5,1390
2017/8/4,144.5531,,,,3023,1853.5,1330
2017/8/7,144.4991,,,,3025,1853.5,1330
2017/8/8,144.4303,,,,3029,1853.5,1330
2017/8/9,144.4274,,,,3031,1853.5,1330
2017/8/10,144.431,,,,3035,1853.5,1330
2017/8/11,144.4345,,,,3039,1853.5,1330
2017/8/14,144.4489,,,,3040,1853.5,1330
2017/8/15,144.4871,,,,3040,2144.5,1273
2017/8/16,144.5561,,,,3035,2132.5,1279.5
2017/8/17,144.5463,,,,3032,2160.5,1298.5
2017/8/18,144.6218,,,,3027,2156.5,1316
2017/8/21,144.5472,,,,3024,2185.5,1323.5
2017/8/22,144.5252,,,,3018,2241.5,1339
2017/8/23,144.5396,,,,3017,2240.5,1311.5
2017/8/24,144.5129,,,,3017,2282.5,1307
2017/8/25,144.4606,,,,3018,2359.5,1311.5
2017/8/28,144.4833,,,,3008,2360,1298.5
2017/8/29,144.4227,,,,3003,2331.5,1266
2017/8/30,144.4057,,,,3003,2267.5,1230
2017/8/31,144.4173,,,,2999,2202,1189.5
2017/9/1,144.5684,,,,2990,2218,1189
2017/9/4,144.5656,,,,2984,2212,1205
2017/9/5,144.6198,,,,2982,2173,1186
2017/9/6,144.6242,,,,2979,2192.5,1179.5
2017/9/7,144.7253,,,,3001,2200,1162.5
2017/9/8,144.8757,,,,3017,2299,1182.5
2017/9/11,144.9758,,,,3023,2264.5,1184
2017/9/12,144.9813,,,,3022,2337,1192.5
2017/9/13,144.9939,,,,3028,2327,1213.5
2017/9/14,145.0353,,,,3031,2216.5,1195.5
2017/9/15,145.0924,,,,3034,2345,1240
2017/9/18,145.142,,,,3081,2216,1240
2017/9/19,145.0793,,,,3095,2216,1240
2017/9/20,145.0934,,,,3135,2142,1240
2017/9/21,145.128,,,,3155,2133.5,1219
2017/9/22,145.1504,,,,3179,2133.5,1219
2017/9/25,145.2241,,,,3219,2096.5,1219
2017/9/26,145.2636,,,,3330,2105,1219
2017/9/27,145.2528,,,,3387,2105,1146.5
2017/9/28,145.1656,,,,3554,1982.5,1171.5
2017/9/29,145.1964,,,,3674,2032,1082
2017/9/30,145.2282,,,,,,
2017/10/9,145.4533,,,,3831,2194,963
2017/10/10,145.3982,,,,3843,2080,1000
2017/10/11,145.4248,,,,3852,2080,1000
2017/10/12,145.4233,,,,3884,2170.5,1030.5
2017/10/13,145.3663,,,,3889,2060,1030.5
2017/10/16,145.3059,,,,3938,2060,1030.5
2017/10/17,145.2287,,,,3974,2060,1030.5
2017/10/18,145.1539,,,,4016,2060,1030.5
2017/10/19,145.3444,,,,4053,2005,1030.5
2017/10/20,145.3762,,,,4107,2128,996.5
