,新能源指数,新能源指数,绿色债券指数,碳价,INE原油,天然气价格,焦炭价格
2018-04-19,1703.1121,0.012239623780017972,0.00020396866736227537,0.04456831947987672,0.02873228232262548,-0.0033277900926744763,0.01017750498585368
2018-04-20,1669.9317,-0.019674497140143465,-0.0001207658974671233,0.0,0.004785243265911454,-0.003034903695153801,-0.004663291950962822
2018-04-21,1669.9317,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22,1669.9317,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23,1661.2432,-0.005216489655011536,-0.0003986309696442092,-0.008497540510440604,-0.008217348225110221,-0.010695289116748441,0.008759979368293536
2018-04-24,1697.1932,0.021409590005196932,-0.00037797373633186027,-0.007006646025524699,0.010488012234327826,0.0006142506335642395,0.017560899746385417
2018-04-25,1684.7968,-0.00733086467836408,0.0008242418851258648,0.013193827402781189,0.005203043069182733,-0.0018438849723274586,-0.009417532269213602
2018-04-26,1647.1997,-0.022568268456358176,-0.0002912261109484504,-0.023665127270076525,-0.008610975482564065,-0.001231148201060961,-0.006509380185517166
2018-04-27,1650.8023,0.002184717555011595,-0.0002624445550605259,0.011772536225267416,0.007030304497473772,0.0003079291787226879,-0.009844214034776755
2018-04-28,1650.8023,0.0,-0.00013359797837164678,0.0,0.0,0.0,0.0
2018-04-29,1650.8023,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-30,1650.8023,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,1650.8023,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-02,1647.2687,-0.0021428291580791736,6.0425049941414954e-06,-0.011772536225267416,-0.002942177068636198,0.031816045184660524,0.017974340118026788
2018-05-03,1664.1324,0.010185323540286895,-9.265575573369489e-05,-0.05129329438755059,0.003168140237601591,0.004463628895988947,0.0250546154574387
2018-05-04,1659.6932,-0.002671140531242955,0.00011011167617880346,-0.02269322765165649,0.00653081929391508,0.010632114331047049,-0.010850973214215465
2018-05-05,1659.6932,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-06,1659.6932,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-07,1704.831,0.026833219577985012,-4.699640913763403e-06,0.08367626657168259,0.020440613920100326,0.022942780672737584,0.0010638298875651486
2018-05-08,1713.8135,0.005255018865597094,-0.0012831564987614286,-0.0036553565505399455,0.010501080964776754,0.012553659870050637,0.006359321908292692
2018-05-09,1713.2651,-0.00032003935053026566,-0.0008877519074506068,0.0,-0.008084824984157635,0.029335809485131037,-0.01195709742112161
2018-05-10,1717.3853,0.002401994666074714,-0.0006232421039555902,-0.006034387981935563,0.03195435948167802,0.022056714455896298,-0.005629287080954448
2018-05-11,1723.2228,0.0033932987609448517,-9.224051890210916e-05,0.0,-0.00042507970884475554,0.039345008811379145,0.01705798290457672
2018-05-12,1723.2228,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-13,1723.2228,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-14,1729.9155,0.0038763048559209423,0.00023226825539346407,-0.2363887780642302,-0.003833870510721482,0.09784920693475385,0.030707591011287505
2018-05-15,1740.3034,0.005986902456080578,-6.058486610172054e-06,0.2377037026455393,0.005108567942722075,0.00304771071681742,-0.035210313491015555
