,地缘政治风险指数（GPR China）,气候政策风险指数（CCPU）,绿色债券指数,INE原油,碳市场碳排放配额价格,天然气出厂价格指数,焦煤期货价格
2022-01-21,0.7950358986854553,1.00571777649945,1.0317645908094029,1.2171037628278223,1.1216084325590474,1.1418357933579335,1.2840790842872007
2022-01-22,0.7950358986854553,1.12847592744532,1.0317645908094029,1.2171037628278223,1.1216084325590474,1.1418357933579335,1.2840790842872007
2022-01-23,0.7950358986854553,0.697934723885333,1.0317645908094029,1.2171037628278223,1.1216084325590474,1.1418357933579335,1.2840790842872007
2022-01-24,0.7950358986854553,0.774469861931868,1.0328976270128496,1.2326111744583808,1.129611555729065,1.1047047970479704,1.3129552549427679
2022-01-25,0.7950358986854553,0.748446487897257,1.0333080982123017,1.2084378563283922,1.128830763224673,1.0899446494464944,1.2760145681581685
2022-01-26,0.7950358986854553,0.641458586386373,1.0328993231748307,1.2168757126567846,1.129806753855163,1.0708025830258303,1.2900624349635796
2022-01-27,0.7950358986854553,0.475414990812031,1.0328467421534133,1.2442417331813,1.093109506148741,1.0611162361623616,1.2900624349635796
2022-01-28,0.7950358986854553,0.649564525090665,1.0330434969432334,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-01-29,0.7950358986854553,1.06435730028687,1.033529730044513,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-01-30,0.7950358986854553,0.293049092432555,1.034207629449669,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-01-31,0.7950358986854553,0.78277289733944,1.034207629449669,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-02-01,1.5000503063201904,0.295154048086192,1.034207629449669,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-02-02,1.5000503063201904,0.274743878999057,1.034207629449669,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-02-03,1.5000503063201904,0.276959523622336,1.034207629449669,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-02-04,1.5000503063201904,0.551762906676741,1.034207629449669,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-02-05,1.5000503063201904,1.16634715184708,1.034207629449669,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-02-06,1.5000503063201904,0.972408488933415,1.034207629449669,1.2369441277080957,1.1981260979894595,1.0482011070110702,1.3829344432882413
2022-02-07,1.5000503063201904,0.731192978545578,1.0343992957535455,1.2928164196123146,1.1337107163771227,1.073570110701107,1.3829344432882413
2022-02-08,1.5000503063201904,0.494624043343518,1.034299222196654,1.2741163055872293,1.1419090376732384,1.102859778597786,1.3829344432882413
2022-02-09,1.5000503063201904,0.599552827094102,1.0343919457182935,1.24903078677309,1.1419090376732384,1.1540590405904059,1.3829344432882413
2022-02-10,1.5000503063201904,0.507299048278844,1.0344773192046808,1.2517673888255416,1.1711887565879369,1.2331642066420665,1.3829344432882413
2022-02-11,1.5000503063201904,0.341475845557478,1.0319749148950725,1.2629418472063854,1.096037478040211,1.3189575645756457,1.3829344432882413
2022-02-12,1.5000503063201904,0.732274653369388,1.0319749148950725,1.2629418472063854,1.096037478040211,1.3189575645756457,1.3829344432882413
2022-02-13,1.5000503063201904,0.236672898724621,1.0319749148950725,1.2629418472063854,1.096037478040211,1.3189575645756457,1.3829344432882413
2022-02-14,1.5000503063201904,0.461576384200359,1.0318827567607602,1.2807297605473205,1.1401522545383564,1.4038284132841328,1.3829344432882413
2022-02-15,1.5000503063201904,0.310710920207854,1.0319692610218019,1.2887115165336374,1.1399570564122585,1.4605627306273063,1.3829344432882413
2022-02-16,1.5000503063201904,0.423352002277671,1.0317611984854405,1.266818700114025,1.1048213937146205,1.4827029520295203,1.3829344432882413
2022-02-17,1.5000503063201904,0.579531617217039,1.031848268133809,1.27981755986317,1.1028694124536405,1.507149446494465,1.3829344432882413
2022-02-18,1.5000503063201904,0.761936651443258,1.0318612720423317,1.2745724059293044,1.1102869412453642,1.5422047970479704,1.3829344432882413
2022-02-19,1.5000503063201904,0.477963320515716,1.0318612720423317,1.2745724059293044,1.1102869412453642,1.5422047970479704,1.3829344432882413
2022-02-20,1.5000503063201904,0.443801280989056,1.0318612720423317,1.2745724059293044,1.1102869412453642,1.5422047970479704,1.3829344432882413
